id,drug_names,drugbank_identifier,pubchem_identifier,conditions,ICD_top_level_name,drugbank_id_A,drugbank_id_B,Combination_Count
CN101780028,"['adapalene', 'benzoyl peroxide']","['DB00210', 'DB09096']","['CID60164', 'CID7187']",acne,Skin disorders involving specific cutaneous structures,DB00210,DB09096,16
CN101804056,"['pioglitazone hydrochloride', 'glimepiride']","['DB01132', 'DB00222']","['CID60560', 'CID3476']",diabetes type 2,Endocrine diseases,DB01132,DB00222,7
CN101972253,"['candesartan cilexetil', 'amlodipine besylate']","['DB00796', 'DB00381']","['CID2540', 'CID60496']",hypertension,Hypertensive diseases,DB00796,DB00381,18
CN102138920,"['candesartan cilexetil', 'hydrochlorothiazide']","['DB00796', 'DB00999']","['CID2540', 'CID3639']",hypertension,Hypertensive diseases,DB00796,DB00999,8
CN102160859,"['loratadine', 'pseudoephedrine sulfate']","['DB00455', 'DB00852']","['CID3957', 'CID9802673']",rhinitis allergic seasonal,Allergic or hypersensitivity conditions,DB00455,DB00852,1
CN102166208,"['lisinopril', 'hydrochlorothiazide']","['DB00722', 'DB00999']","['CID5362119', 'CID3639']",hypertension,Hypertensive diseases,DB00722,DB00999,3
CN102198132,"['ketoprofen', 'omeprazole']","['DB01009', 'DB00338']","['CID3825', 'CID4594']",pain,"General symptoms, signs or clinical findings",DB01009,DB00338,2
CN102198132,"['ketoprofen', 'omeprazole']","['DB01009', 'DB00338']","['CID3825', 'CID4594']",osteoarthritis,Arthropathies,DB01009,DB00338,2
CN102198132,"['ketoprofen', 'omeprazole']","['DB01009', 'DB00338']","['CID3825', 'CID4594']",axial spondyloarthritis radiographic (ankylosing spondylitis),Conditions associated with the spine,DB01009,DB00338,2
CN102198132,"['ketoprofen', 'omeprazole']","['DB01009', 'DB00338']","['CID3825', 'CID4594']",rheumatoid arthritis,Nonorgan specific systemic autoimmune disorders,DB01009,DB00338,2
CN102210693,"['dipyridamole', 'aspirin']","['DB00975', 'DB00945']","['CID3108', 'CID2244']",stroke,Diseases of the nervous system,DB00975,DB00945,15
CN102210693,"['dipyridamole', 'aspirin']","['DB00975', 'DB00945']","['CID3108', 'CID2244']",heart failure,Diseases of the circulatory system,DB00975,DB00945,13
CN102210693,"['dipyridamole', 'aspirin']","['DB00975', 'DB00945']","['CID3108', 'CID2244']",systemic lupus erythematosus,Diseases of the musculoskeletal system or connective tissue,DB00975,DB00945,13
CN102225202,"['aspirin', 'omeprazole']","['DB00945', 'DB00338']","['CID2244', 'CID4594']",pain,"General symptoms, signs or clinical findings",DB00945,DB00338,2
CN102225202,"['aspirin', 'omeprazole']","['DB00945', 'DB00338']","['CID2244', 'CID4594']",cardiovascular disorders,Certain specified forms of heart disease,DB00945,DB00338,2
CN102225202,"['aspirin', 'omeprazole']","['DB00945', 'DB00338']","['CID2244', 'CID4594']",cerebrovascular disorders,Diseases of the nervous system,DB00945,DB00338,2
CN102225202,"['aspirin', 'omeprazole']","['DB00945', 'DB00338']","['CID2244', 'CID4594']",cancer colorectal,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00945,DB00338,2
CN102266326,"['imipenem', 'cilastatin']","['DB01598', 'DB01597']","['CID104838', 'CID6435415']",infection bacterial,Other bacterial diseases,DB01598,DB01597,11
CN102274231,"['lopinavir', 'ritonavir']","['DB01601', 'DB00503']","['CID92727', 'CID392622']",severe acute respiratory syndrome coronavirus (sars-cov) infection,Certain infectious or parasitic diseases,DB01601,DB00503,40
CN102274231,"['lopinavir', 'ritonavir']","['DB01601', 'DB00503']","['CID92727', 'CID392622']",middle east respiratory syndrome coronavirus (mers-cov) infection,Certain zoonotic viral diseases,DB01601,DB00503,40
CN102274231,"['lopinavir', 'ritonavir']","['DB01601', 'DB00503']","['CID92727', 'CID392622']",infection hiv,Diseases of the genitourinary system,DB01601,DB00503,43
CN102302497,"['pseudoephedrine hydrochloride', 'levocetirizine dihydrochloride']","['DB00852', 'DB06282']","['CID7028', 'CID9955977']",rhinitis,Upper respiratory tract disorders,DB00852,DB06282,2
CN102370965,"['perindopril', 'amlodipine besylate']","['DB00790', 'DB00381']","['CID107807', 'CID60496']",hypertension essential,Hypertensive diseases,DB00790,DB00381,4
CN102370965,"['perindopril', 'amlodipine besylate']","['DB00790', 'DB00381']","['CID107807', 'CID60496']",coronary artery disease,Diseases of the circulatory system,DB00790,DB00381,4
CN102423482,"['lisinopril', 'amlodipine besylate']","['DB00722', 'DB00381']","['CID5362119', 'CID60496']",hypertension essential,Hypertensive diseases,DB00722,DB00381,5
CN102552143,"['fenofibrate', 'pravastatin sodium']","['DB01039', 'DB00175']","['CID3339', 'CID54687']",dyslipidemia,Metabolic disorders,DB01039,DB00175,4
CN102552143,"['fenofibrate', 'pravastatin sodium']","['DB01039', 'DB00175']","['CID3339', 'CID54687']",coronary heart disease,Ischaemic heart diseases,DB01039,DB00175,2
CN102614186,"['bisoprolol fumarate', 'hydrochlorothiazide']","['DB00612', 'DB00999']","['CID5281064', 'CID3639']",hypertension,Hypertensive diseases,DB00612,DB00999,1
CN102895253,"['clindamycin phosphate', 'benzoyl peroxide']","['DB01190', 'DB09096']","['CID10346039', 'CID7187']",acne,Skin disorders involving specific cutaneous structures,DB01190,DB09096,8
CN102920691,"['ibuprofen', 'pseudoephedrine hydrochloride']","['DB01050', 'DB00852']","['CID3672', 'CID7028']",common cold,Upper respiratory tract disorders,DB01050,DB00852,2
CN102920691,"['ibuprofen', 'pseudoephedrine hydrochloride']","['DB01050', 'DB00852']","['CID3672', 'CID7028']",cough,"Symptoms, signs or clinical findings, not elsewhere classified",DB01050,DB00852,2
CN103054879,"['estradiol', 'norethisterone acetate']","['DB00783', 'DB00717']","['CID5757', 'CID63021']",postmenopausal syndrome,Diseases of the female genital system,DB00783,DB00717,2
CN103054879,"['estradiol', 'norethisterone acetate']","['DB00783', 'DB00717']","['CID5757', 'CID63021']",osteoporosis,Osteopathies or chondropathies,DB00783,DB00717,2
CN103054879,"['estradiol', 'norethisterone acetate']","['DB00783', 'DB00717']","['CID5757', 'CID63021']",hormone replacement therapy,Reasons for contact with the health services,DB00783,DB00717,1
CN103142560,"['loratadine', 'montelukast sodium']","['DB00455', 'DB00471']","['CID3957', 'CID23663996']",rhinitis allergic seasonal,Allergic or hypersensitivity conditions,DB00455,DB00471,8
CN103479653,"['esomeprazole magnesium', 'aspirin']","['DB00736', 'DB00945']","['CID9568613', 'CID2244']",cardiovascular disorders,Certain specified forms of heart disease,DB00736,DB00945,1
CN103585151,"['ibuprofen', 'famotidine']","['DB01050', 'DB00927']","['CID3672', 'CID5702160']",osteoarthritis,Arthropathies,DB01050,DB00927,15
CN103585151,"['ibuprofen', 'famotidine']","['DB01050', 'DB00927']","['CID3672', 'CID5702160']",axial spondyloarthritis radiographic (ankylosing spondylitis),Conditions associated with the spine,DB01050,DB00927,15
CN103585151,"['ibuprofen', 'famotidine']","['DB01050', 'DB00927']","['CID3672', 'CID5702160']",rheumatoid arthritis,Nonorgan specific systemic autoimmune disorders,DB01050,DB00927,15
CN103599537,"['amiloride hydrochloride', 'hydrochlorothiazide']","['DB00594', 'DB00999']","['CID16230', 'CID3639']",heart failure,Diseases of the circulatory system,DB00594,DB00999,2
CN103845342,"['cyproterone acetate', 'ethinylestradiol']","['DB04839', 'DB00977']","['CID9880', 'CID5991']",acne,Skin disorders involving specific cutaneous structures,DB04839,DB00977,2
CN103933049,"['fluticasone furoate', 'vilanterol']","['DB08906', 'DB09082']","['CID9854489', 'CID10184665']",chronic obstructive pulmonary disease (copd),Certain lower respiratory tract diseases,DB08906,DB09082,4
CN103933049,"['fluticasone furoate', 'vilanterol']","['DB08906', 'DB09082']","['CID9854489', 'CID10184665']",asthma,Allergic or hypersensitivity conditions,DB08906,DB09082,4
CN104208039,"['naproxen', 'esomeprazole magnesium']","['DB00788', 'DB00736']","['CID156391', 'CID9568613']",pain,"General symptoms, signs or clinical findings",DB00788,DB00736,12
CN104208039,"['naproxen', 'esomeprazole magnesium']","['DB00788', 'DB00736']","['CID156391', 'CID9568613']",osteoarthritis,Arthropathies,DB00788,DB00736,12
CN104208039,"['naproxen', 'esomeprazole magnesium']","['DB00788', 'DB00736']","['CID156391', 'CID9568613']",axial spondyloarthritis radiographic (ankylosing spondylitis),Conditions associated with the spine,DB00788,DB00736,12
CN104208039,"['naproxen', 'esomeprazole magnesium']","['DB00788', 'DB00736']","['CID156391', 'CID9568613']",rheumatoid arthritis,Nonorgan specific systemic autoimmune disorders,DB00788,DB00736,12
CN104208690,"['ciclesonide', 'formoterol fumarate']","['DB01410', 'DB00983']","['CID6918155', 'CID53477580']",asthma,Allergic or hypersensitivity conditions,DB01410,DB00983,2
CN104434918,"['oxycodone hydrochloride', 'ibuprofen']","['DB00497', 'DB01050']","['CID5284603', 'CID3672']",pain acute,"General symptoms, signs or clinical findings",DB00497,DB01050,1
CN104473929,"['sitagliptin phosphate monohydrate', 'simvastatin']","['DB01261', 'DB00641']","['-1', 'CID54454']",diabetes type 2,Endocrine diseases,DB01261,DB00641,3
CN104490880,"['cetirizine hydrochloride', 'pseudoephedrine hydrochloride']","['DB00341', 'DB00852']","['CID55182', 'CID7028']",asthma allergic,Allergic or hypersensitivity conditions,DB00341,DB00852,6
CN104546854,"['rosuvastatin calcium', 'choline fenofibrate']","['DB01098', 'DB13873']","['CID5282455', 'CID11350701']",dyslipidemia,Metabolic disorders,DB01098,DB13873,1
CN104644632,"['azilsartan', 'amlodipine besylate']","['DB08822', 'DB00381']","['CID9825285', 'CID60496']",hypertension,Hypertensive diseases,DB08822,DB00381,6
CN104688717,"['lidocaine', 'prilocaine']","['DB00281', 'DB00750']","['CID3676', 'CID4906']",premature ejaculation,Diseases of the male genital system,DB00281,DB00750,11
CN104983708,"['desloratadine', 'pseudoephedrine sulfate']","['DB00967', 'DB00852']","['CID124087', 'CID9802673']",rhinitis allergic seasonal,Allergic or hypersensitivity conditions,DB00967,DB00852,3
CN105395551,"['rosuvastatin', 'olmesartan']","['DB01098', 'DB00275']","['CID446157', 'CID158781']",dyslipidemia,Metabolic disorders,DB01098,DB00275,2
CN105395551,"['rosuvastatin', 'olmesartan']","['DB01098', 'DB00275']","['CID446157', 'CID158781']",hypertension,Hypertensive diseases,DB01098,DB00275,2
CN105687206,"['fusidic acid', 'betamethasone valerate']","['DB02703', 'DB00443']","['CID3000226', 'CID16533']",dermatitis,Inflammatory dermatoses,DB02703,DB00443,1
CN105963271,"['trifluridine', 'tipiracil']","['DB00432', 'DB09343']","['CID6256', 'CID6323266']",cancer gastroesophageal junction (adenocarcinoma),Diseases of the stomach or the duodenum,DB00432,DB09343,72
CN105963271,"['trifluridine', 'tipiracil']","['DB00432', 'DB09343']","['CID6256', 'CID6323266']",adenoma pancreatic,"Benign neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",DB00432,DB09343,18
CN105963271,"['trifluridine', 'tipiracil']","['DB00432', 'DB09343']","['CID6256', 'CID6323266']",cancer lung (small cell) (sclc),Neoplasms of the respiratory system,DB00432,DB09343,36
CN105963271,"['trifluridine', 'tipiracil']","['DB00432', 'DB09343']","['CID6256', 'CID6323266']",cancer esophagus,Diseases of oesophagus,DB00432,DB09343,18
CN105963271,"['trifluridine', 'tipiracil']","['DB00432', 'DB09343']","['CID6256', 'CID6323266']",cancer pancreas (adenocarcinoma),Diseases of pancreas,DB00432,DB09343,18
CN105963271,"['trifluridine', 'tipiracil']","['DB00432', 'DB09343']","['CID6256', 'CID6323266']",cancer bladder (urothelial carcinoma),Diseases of the urinary system,DB00432,DB09343,18
CN105982901,"['propranolol hydrochloride', 'hydrochlorothiazide']","['DB00571', 'DB00999']","['CID4946', 'CID3639']",hypertension,Hypertensive diseases,DB00571,DB00999,2
CN106074493,"['tetrahydrocannabinol', 'cannabidiol']","['DB00470', 'DB09061']","['CID16078', 'CID644019']",pain low back,"Symptoms, signs or clinical findings of the musculoskeletal system",DB00470,DB09061,26
CN106074493,"['tetrahydrocannabinol', 'cannabidiol']","['DB00470', 'DB09061']","['CID16078', 'CID644019']",glioblastoma,Neoplasms of brain or central nervous system,DB00470,DB09061,13
CN106074493,"['tetrahydrocannabinol', 'cannabidiol']","['DB00470', 'DB09061']","['CID16078', 'CID644019']",multiple myeloma,Neoplasms,DB00470,DB09061,13
CN106074493,"['tetrahydrocannabinol', 'cannabidiol']","['DB00470', 'DB09061']","['CID16078', 'CID644019']",amyotrophic lateral sclerosis,Motor neuron diseases or related disorders,DB00470,DB09061,13
CN106074493,"['tetrahydrocannabinol', 'cannabidiol']","['DB00470', 'DB09061']","['CID16078', 'CID644019']",psoriasis,Inflammatory dermatoses,DB00470,DB09061,13
CN106109470,"['eprosartan mesylate', 'hydrochlorothiazide']","['DB00876', 'DB00999']","['CID5282474', 'CID3639']",hypertension,Hypertensive diseases,DB00876,DB00999,1
CN106176718,"['canagliflozin', 'metformin hydrochloride']","['DB08907', 'DB00331']","['CID24812758', 'CID14219']",cardiovascular disorders,Certain specified forms of heart disease,DB08907,DB00331,3
CN106176718,"['canagliflozin', 'metformin hydrochloride']","['DB08907', 'DB00331']","['CID24812758', 'CID14219']",diabetic nephropathy,Chronic kidney disease,DB08907,DB00331,3
CN106176736,"['lesinurad', 'allopurinol']","['DB11560', 'DB00437']","['CID53465279', 'CID2094']",hyperuricemia,Metabolic disorders,DB11560,DB00437,1
CN106377542,"['lidocaine hydrochloride', 'epinephrine']","['DB00281', 'DB00668']","['CID6314', 'CID5816']",pain,"General symptoms, signs or clinical findings",DB00281,DB00668,4
CN106619630,"['doxylamine succinate', 'pyridoxine hydrochloride']","['DB00366', 'DB00165']","['-1', 'CID6019']",nausea and vomiting prophylaxis,"Symptoms, signs or clinical findings, not elsewhere classified",DB00366,DB00165,18
CN106699740,"['sofosbuvir', 'ledipasvir']","['DB08934', 'DB09027']","['CID45375808', 'CID67505836']",porphyria cutanea tarda,Diseases of liver,DB08934,DB09027,7
CN106806342,"['azelastine hydrochloride', 'fluticasone propionate']","['DB00972', 'DB00588']","['CID54360', 'CID444036']",rhinitis allergic,Allergic or hypersensitivity conditions,DB00972,DB00588,4
CN107233311,"['glycopyrrolate', 'formoterol fumarate']","['DB00986', 'DB00983']","['CID3494', 'CID53477580']",chronic obstructive pulmonary disease (copd),Certain lower respiratory tract diseases,DB00986,DB00983,8
CN108125914,"['olmesartan medoxomil', 'hydrochlorothiazide']","['DB00275', 'DB00999']","['CID130881', 'CID3639']",hypertension,Hypertensive diseases,DB00275,DB00999,2
CN110522741,"['17beta-estradiol', 'progesterone']","['DB00783', 'DB00396']","['CID5757', 'CID5994']",menopause,Diseases of the female genital system,DB00783,DB00396,21
EP1889629,"['cilazapril', 'hydrochlorothiazide']","['DB01340', 'DB00999']","['CID56330', 'CID3639']",hypertension,Hypertensive diseases,DB01340,DB00999,2
EP1982709,"['beclomethasone dipropionate', 'formoterol fumarate']","['DB00394', 'DB00983']","['CID21700', 'CID53477580']",chronic obstructive pulmonary disease (copd),Certain lower respiratory tract diseases,DB00394,DB00983,5
EP1982709,"['beclomethasone dipropionate', 'formoterol fumarate']","['DB00394', 'DB00983']","['CID21700', 'CID53477580']",asthma,Allergic or hypersensitivity conditions,DB00394,DB00983,5
EP207398,"['nifedipine', 'isosorbide-5-mononitrate']","['DB01115', 'DB01020']","['CID4485', 'CID27661']",angina pectoris,Ischaemic heart diseases,DB01115,DB01020,1
EP207398,"['nifedipine', 'isosorbide-5-mononitrate']","['DB01115', 'DB01020']","['CID4485', 'CID27661']",hypertension,Hypertensive diseases,DB01115,DB01020,1
EP2090303,"['ivabradine', 'metoprolol']","['DB09083', 'DB00264']","['CID132999', '-1']",angina pectoris stable,Ischaemic heart diseases,DB09083,DB00264,1
EP884054,"['enalapril maleate', 'nitrendipine']","['DB00584', 'DB01054']","['CID5388961', 'CID4507']",hypertension,Hypertensive diseases,DB00584,DB01054,1
IN201200660,"['betamethasone dipropionate', 'betamethasone sodium phosphate']","['DB00443', 'DB00443']","['CID21800', 'CID65478']",gout,Arthropathies,DB00443,DB00443,1
IN201302852,"['buprenorphine', 'naloxone']","['DB00921', 'DB01183']","['CID644073', 'CID5284596']",opioid dependency,Disorders due to substance use or addictive behaviours,DB00921,DB01183,22
IN201302852,"['buprenorphine', 'naloxone']","['DB00921', 'DB01183']","['CID644073', 'CID5284596']",pain dental,Diseases or disorders of orofacial complex,DB00921,DB01183,22
IN201401983,"['sulfadoxine', 'pyrimethamine']","['DB01299', 'DB00205']","['CID17134', 'CID4993']",malaria,Certain infectious or parasitic diseases,DB01299,DB00205,3
IN201621033441,"['mometasone', 'olopatadine']","['DB00764', 'DB00768']","['CID441335', 'CID5281071']",rhinitis allergic perennial,Allergic or hypersensitivity conditions,DB00764,DB00768,18
JP2006298764,"['olmesartan medoxomil', 'azelnidipine']","['DB00275', 'DB09230']","['CID130881', 'CID65948']",hypertension,Hypertensive diseases,DB00275,DB09230,7
JP2007284423,"['ibuprofen', 'tranexamic acid']","['DB01050', 'DB00302']","['CID3672', 'CID5526']",pain acute,"General symptoms, signs or clinical findings",DB01050,DB00302,19
JP2011213713,"['irbesartan', 'trichlormethiazide']","['DB01029', 'DB01021']","['CID3749', 'CID5560']",hypertension,Hypertensive diseases,DB01029,DB01021,1
JP2017114789,"['loxoprofen sodium', 'methocarbamol']","['DB09212', 'DB00423']","['CID23663407', 'CID4107']",pain,"General symptoms, signs or clinical findings",DB09212,DB00423,3
JP2017114789,"['loxoprofen sodium', 'methocarbamol']","['DB09212', 'DB00423']","['CID23663407', 'CID4107']",arthritis,Arthropathies,DB09212,DB00423,3
JP2017114789,"['loxoprofen sodium', 'methocarbamol']","['DB09212', 'DB00423']","['CID23663407', 'CID4107']",pain low back,"Symptoms, signs or clinical findings of the musculoskeletal system",DB09212,DB00423,3
JP2019031491,"['mitiglinide calcium hydrate', 'voglibose']","['DB01252', 'DB04878']","['CID121891', 'CID444020']",diabetes type 2,Endocrine diseases,DB01252,DB04878,2
