id,drug_names,drugbank_identifier,pubchem_identifier,conditions,ICD_top_level_name,drugbank_id_A,drugbank_id_B,drugA,drugB,Combination_Count
WO2006125123,"['sodium nitrite', 'edta']","['DB09112', 'DB00974']","['CID23668193', 'CID6049']",fibrosis cystic,Metabolic disorders,DB09112,DB00974,sodium nitrite,edta,2
WO2006125123,"['sodium nitrite', 'edta']","['DB09112', 'DB00974']","['CID23668193', 'CID6049']",infection urinary tract,Diseases of the urinary system,DB09112,DB00974,sodium nitrite,edta,4
WO2007056457,"['amoxapine', 'dipyridamole']","['DB00543', 'DB00975']","['CID2170', 'CID3108']",rheumatoid arthritis,Nonorgan specific systemic autoimmune disorders,DB00543,DB00975,amoxapine,dipyridamole,1
WO2007126135,"['pioglitazone hydrochloride', 'azilsartan']","['DB01132', 'DB08822']","['CID60560', 'CID9825285']",diabetes type 2,Endocrine diseases,DB01132,DB08822,pioglitazone hydrochloride,azilsartan,2
WO2007126135,"['pioglitazone hydrochloride', 'azilsartan']","['DB01132', 'DB08822']","['CID60560', 'CID9825285']",hypertension,Hypertensive diseases,DB01132,DB08822,pioglitazone hydrochloride,azilsartan,2
WO2007134077,"['buspirone hydrochloride', 'melatonin']","['DB00490', 'DB01065']","['CID36431', 'CID896']",major depression,Mood disorders,DB00490,DB01065,buspirone hydrochloride,melatonin,1
WO2008002529,"['pravastatin sodium', 'aspirin']","['DB00175', 'DB00945']","['CID54687', 'CID2244']",coronary artery disease,Diseases of the circulatory system,DB00175,DB00945,pravastatin sodium,aspirin,1
WO2009125975,"['mitiglinide calcium hydrate', 'metformin hydrochloride']","['DB01252', 'DB00331']","['CID121891', 'CID14219']",diabetes type 2,Endocrine diseases,DB01252,DB00331,mitiglinide calcium hydrate,metformin hydrochloride,1
WO2010009028,"['mometasone', 'oxymetazoline']","['DB00764', 'DB00935']","['CID441335', 'CID4636']",rhinitis allergic,Allergic or hypersensitivity conditions,DB00764,DB00935,mometasone,oxymetazoline,1
WO2010009432,"['naproxen', 'famotidine']","['DB00788', 'DB00927']","['CID156391', 'CID5702160']",pain,"General symptoms, signs or clinical findings",DB00788,DB00927,naproxen,famotidine,1
WO2010009432,"['naproxen', 'famotidine']","['DB00788', 'DB00927']","['CID156391', 'CID5702160']",rheumatoid arthritis,Nonorgan specific systemic autoimmune disorders,DB00788,DB00927,naproxen,famotidine,1
WO2010048264,"['loratadine', 'nortriptyline hydrochloride']","['DB00455', 'DB00540']","['CID3957', 'CID4543']",psoriasis,Inflammatory dermatoses,DB00455,DB00540,loratadine,nortriptyline hydrochloride,1
WO2010048264,"['loratadine', 'nortriptyline hydrochloride']","['DB00455', 'DB00540']","['CID3957', 'CID4543']",atopic dermatitis,Allergic or hypersensitivity conditions,DB00455,DB00540,loratadine,nortriptyline hydrochloride,1
WO2010065069,"['losartan', 'lipoic acid']","['DB00678', 'DB00166']","['CID3961', 'CID864']",chronic kidney disease,Diseases of the urinary system,DB00678,DB00166,losartan,lipoic acid,1
WO2010071865,"['tranilast', 'allopurinol']","['DB07615', 'DB00437']","['CID5282230', 'CID2094']",gout,Arthropathies,DB07615,DB00437,tranilast,allopurinol,2
WO2010092163,"['linagliptin', 'pioglitazone hydrochloride']","['DB08882', 'DB01132']","['CID10096344', 'CID60560']",diabetes type 2,Endocrine diseases,DB08882,DB01132,linagliptin,pioglitazone hydrochloride,3
WO2010147768,"['sitagliptin phosphate monohydrate', 'pioglitazone hydrochloride']","['DB01261', 'DB01132']","['-1', 'CID60560']",diabetes type 2,Endocrine diseases,DB01261,DB01132,sitagliptin phosphate monohydrate,pioglitazone hydrochloride,1
WO2011045429,"['formoterol fumarate', 'fluticasone propionate']","['DB00983', 'DB00588']","['CID53477580', 'CID444036']",chronic obstructive pulmonary disease (copd),Certain lower respiratory tract diseases,DB00983,DB00588,formoterol fumarate,fluticasone propionate,2
WO2011045429,"['formoterol fumarate', 'fluticasone propionate']","['DB00983', 'DB00588']","['CID53477580', 'CID444036']",asthma,Allergic or hypersensitivity conditions,DB00983,DB00588,formoterol fumarate,fluticasone propionate,2
WO2011045429,"['formoterol fumarate', 'fluticasone propionate']","['DB00983', 'DB00588']","['CID53477580', 'CID444036']",obstruction airways,Certain diseases of the respiratory system,DB00983,DB00588,formoterol fumarate,fluticasone propionate,2
WO2011047143,"['sufentanil citrate', 'triazolam']","['DB00708', 'DB00897']","['CID41693', 'CID5556']",pain,"General symptoms, signs or clinical findings",DB00708,DB00897,sufentanil citrate,triazolam,1
WO2011047143,"['sufentanil citrate', 'triazolam']","['DB00708', 'DB00897']","['CID41693', 'CID5556']",anxiety disorder,"Mental, behavioural or neurodevelopmental disorders",DB00708,DB00897,sufentanil citrate,triazolam,1
WO2011096665,"['atorvastatin', 'aspirin']","['DB01076', 'DB00945']","['CID60823', 'CID2244']",hyperlipidemia,Metabolic disorders,DB01076,DB00945,atorvastatin,aspirin,3
WO2011123836,"['pilocarpine hydrochloride', 'tolterodine tartrate']","['DB01085', 'DB01036']","['CID5910', 'CID25137865']",overactive bladder,Other conditions of the genitourinary system,DB01085,DB01036,pilocarpine hydrochloride,tolterodine tartrate,3
WO2011123836,"['pilocarpine hydrochloride', 'tolterodine tartrate']","['DB01085', 'DB01036']","['CID5910', 'CID25137865']",incontinence urinary urge,"Symptoms, signs or clinical findings of the genitourinary system",DB01085,DB01036,pilocarpine hydrochloride,tolterodine tartrate,2
WO2011142621,"['irbesartan', 'atorvastatin']","['DB01029', 'DB01076']","['CID3749', 'CID60823']",hyperlipidemia,Metabolic disorders,DB01029,DB01076,irbesartan,atorvastatin,3
WO2011142621,"['irbesartan', 'atorvastatin']","['DB01029', 'DB01076']","['CID3749', 'CID60823']",hypertension,Hypertensive diseases,DB01029,DB01076,irbesartan,atorvastatin,3
WO2013003731,"['azithromycin', 'dexamethasone']","['DB00207', 'DB01234']","['CID447043', 'CID5743']",infection ear,Diseases of middle ear or mastoid,DB00207,DB01234,azithromycin,dexamethasone,2
WO2013003731,"['azithromycin', 'dexamethasone']","['DB00207', 'DB01234']","['CID447043', 'CID5743']",blepharoconjunctivitis,Disorders of the visual organs,DB00207,DB01234,azithromycin,dexamethasone,4
WO2013062902,"['sitagliptin', 'atorvastatin calcium']","['DB01261', 'DB01076']","['CID4369359', 'CID60822']",diabetes type 2,Endocrine diseases,DB01261,DB01076,sitagliptin,atorvastatin calcium,1
WO2013062902,"['sitagliptin', 'atorvastatin calcium']","['DB01261', 'DB01076']","['CID4369359', 'CID60822']",atherosclerosis,Diseases of arteries or arterioles,DB01261,DB01076,sitagliptin,atorvastatin calcium,1
WO2013083286,"['pitavastatin calcium', 'valsartan']","['DB08860', 'DB00177']","['CID5282451', 'CID60846']",lipoprotein disorders,Metabolic disorders,DB08860,DB00177,pitavastatin calcium,valsartan,2
WO2013120935,"['tesofensine', 'metoprolol succinate']","['DB06156', 'DB00264']","['CID11370864', 'CID62937']",diabetes type 2,Endocrine diseases,DB06156,DB00264,tesofensine,metoprolol succinate,6
WO2013120935,"['tesofensine', 'metoprolol succinate']","['DB06156', 'DB00264']","['CID11370864', 'CID62937']",obesity,Nutritional disorders,DB06156,DB00264,tesofensine,metoprolol succinate,3
WO2013120935,"['tesofensine', 'metoprolol succinate']","['DB06156', 'DB00264']","['CID11370864', 'CID62937']",metabolic diseases,"Endocrine, nutritional or metabolic diseases",DB06156,DB00264,tesofensine,metoprolol succinate,3
WO2013120935,"['tesofensine', 'metoprolol succinate']","['DB06156', 'DB00264']","['CID11370864', 'CID62937']",prader-willi syndrome,Syndromic conditions with disorders of intellectual development as a relevant clinical feature,DB06156,DB00264,tesofensine,metoprolol succinate,3
WO2013158616,"['sodium phenylacetate', 'sodium benzoate']","['DB09269', 'DB03793']","['CID23690424', 'CID517055']",argininosuccinic aciduria,Diseases of liver,DB09269,DB03793,sodium phenylacetate,sodium benzoate,6
WO2013158616,"['sodium phenylacetate', 'sodium benzoate']","['DB09269', 'DB03793']","['CID23690424', 'CID517055']",urea cycle disorder,Metabolic disorders,DB09269,DB03793,sodium phenylacetate,sodium benzoate,2
WO2013158616,"['sodium phenylacetate', 'sodium benzoate']","['DB09269', 'DB03793']","['CID23690424', 'CID517055']",ornithine transcarbamylase deficiency,Diseases of the digestive system,DB09269,DB03793,sodium phenylacetate,sodium benzoate,4
WO2013158616,"['sodium phenylacetate', 'sodium benzoate']","['DB09269', 'DB03793']","['CID23690424', 'CID517055']",citrullinemia type i (ctln1),Dermatoses resulting from disturbed metabolic processes,DB09269,DB03793,sodium phenylacetate,sodium benzoate,2
WO2013167453,"['nifedipine', 'candesartan cilexetil']","['DB01115', 'DB00796']","['CID4485', 'CID2540']",hypertension essential,Hypertensive diseases,DB01115,DB00796,nifedipine,candesartan cilexetil,1
WO2013178742,"['abediterol', 'mometasone furoate']","['DB12100', 'DB14512']","['CID11962616', 'CID441336']",respiratory disorders,Diseases of the respiratory system,DB12100,DB14512,abediterol,mometasone furoate,1
WO2013184845,"['biapenem', 'vaborbactam']","['DB13028', 'DB12107']","['CID71339', 'CID56649692']",infection bacterial,Other bacterial diseases,DB13028,DB12107,biapenem,vaborbactam,1
WO2014031161,"['nebivolol', 'valsartan']","['DB04861', 'DB00177']","['CID71301', 'CID60846']",hypertension,Hypertensive diseases,DB04861,DB00177,nebivolol,valsartan,2
WO2014034860,"['solifenacin succinate', 'mirabegron']","['DB01591', 'DB08893']","['CID216457', 'CID9865528']",incontinence urinary,"Symptoms, signs or clinical findings of the genitourinary system",DB01591,DB08893,solifenacin succinate,mirabegron,4
WO2014058046,"['cilnidipine', 'valsartan']","['DB09232', 'DB00177']","['CID5282138', 'CID60846']",hypertension,Hypertensive diseases,DB09232,DB00177,cilnidipine,valsartan,2
WO2014080161,"['aviptadil', 'phentolamine mesilate']","['DB06260', 'DB00692']","['CID16132300', '-1']",premature ejaculation,Diseases of the male genital system,DB06260,DB00692,aviptadil,phentolamine mesilate,2
WO2014080161,"['aviptadil', 'phentolamine mesilate']","['DB06260', 'DB00692']","['CID16132300', '-1']",erectile dysfunction,Conditions related to sexual health,DB06260,DB00692,aviptadil,phentolamine mesilate,2
WO2014095602,"['fluticasone furoate', 'levocabastine hydrochloride']","['DB08906', 'DB01106']","['CID9854489', '-1']",rhinitis allergic perennial,Allergic or hypersensitivity conditions,DB08906,DB01106,fluticasone furoate,levocabastine hydrochloride,2
WO2014142607,"['fimasartan', 'rosuvastatin calcium']","['DB09279', 'DB01098']","['-1', 'CID5282455']",dyslipidemia,Metabolic disorders,DB09279,DB01098,fimasartan,rosuvastatin calcium,1
WO2014144781,"['netarsudil', 'latanoprost']","['DB13931', 'DB00654']","['CID66599893', 'CID5311221']",open-angle glaucoma,Disorders of the visual organs,DB13931,DB00654,netarsudil,latanoprost,2
WO2014160077,"['naltrexone', 'clonidine']","['DB00704', 'DB00575']","['CID5360515', 'CID2803']",pain neuropathic,Other disorders of the nervous system,DB00704,DB00575,naltrexone,clonidine,1
WO2014160077,"['naltrexone', 'clonidine']","['DB00704', 'DB00575']","['CID5360515', 'CID2803']",neuralgia postherpetic (phn),"General symptoms, signs or clinical findings",DB00704,DB00575,naltrexone,clonidine,1
WO2014210596,"['tramadol hydrochloride', 'naltrexone']","['DB00193', 'DB00704']","['CID63013', 'CID5360515']",pain,"General symptoms, signs or clinical findings",DB00193,DB00704,tramadol hydrochloride,naltrexone,1
WO2015054133,"['atazanavir sulfate', 'cobicistat']","['DB01072', 'DB09065']","['CID158550', 'CID25151504']",infection hiv,Diseases of the genitourinary system,DB01072,DB09065,atazanavir sulfate,cobicistat,1
WO2016097170,"['orlistat', 'acarbose']","['DB01083', 'DB00284']","['CID3034010', 'CID444254']",diabetes type 2,Endocrine diseases,DB01083,DB00284,orlistat,acarbose,2
WO2016097170,"['orlistat', 'acarbose']","['DB01083', 'DB00284']","['CID3034010', 'CID444254']",obesity,Nutritional disorders,DB01083,DB00284,orlistat,acarbose,2
WO2016113216,"['batefenterol succinate', 'fluticasone furoate']","['DB12526', 'DB08906']","['CID16718568', 'CID9854489']",chronic obstructive pulmonary disease (copd),Certain lower respiratory tract diseases,DB12526,DB08906,batefenterol succinate,fluticasone furoate,1
WO2016174661,"['dronabinol', 'palmitoylethanolamide']","['DB00470', 'DB14043']","['CID16078', 'CID4671']",pain chronic,"General symptoms, signs or clinical findings",DB00470,DB14043,dronabinol,palmitoylethanolamide,2
WO2016174661,"['dronabinol', 'palmitoylethanolamide']","['DB00470', 'DB14043']","['CID16078', 'CID4671']",tourette disease,Diseases of the nervous system,DB00470,DB14043,dronabinol,palmitoylethanolamide,2
WO2016174661,"['dronabinol', 'palmitoylethanolamide']","['DB00470', 'DB14043']","['CID16078', 'CID4671']",pain low back,"Symptoms, signs or clinical findings of the musculoskeletal system",DB00470,DB14043,dronabinol,palmitoylethanolamide,2
WO2016174661,"['dronabinol', 'palmitoylethanolamide']","['DB00470', 'DB14043']","['CID16078', 'CID4671']",sleep apnea obstructive,"Mental, behavioural or neurodevelopmental disorders",DB00470,DB14043,dronabinol,palmitoylethanolamide,2
WO2016185443,"['dactolisib', 'everolimus']","['DB11651', 'DB01590']","['CID11977753', 'CID6442177']",immunological disorders,Diseases of the immune system,DB11651,DB01590,dactolisib,everolimus,2
WO2016205068,"['aceclidine', 'tropicamide']","['DB13262', 'DB00809']","['CID1979', 'CID5593']",presbyopia,Disorders of the visual organs,DB13262,DB00809,aceclidine,tropicamide,2
WO2017004244,"['emtricitabine', 'tenofovir alafenamide fumarate']","['DB00879', 'DB09299']","['CID60877', 'CID71492247']",infection hiv,Diseases of the genitourinary system,DB00879,DB09299,emtricitabine,tenofovir alafenamide fumarate,2
WO2017010706,"['celecoxib', 'tramadol']","['DB00482', 'DB00193']","['CID2662', 'CID33741']",pain chronic,"General symptoms, signs or clinical findings",DB00482,DB00193,celecoxib,tramadol,3
WO2017010706,"['celecoxib', 'tramadol']","['DB00482', 'DB00193']","['CID2662', 'CID33741']",osteoarthritis knee,Arthropathies,DB00482,DB00193,celecoxib,tramadol,3
WO2017075576,"['eflornithine hydrochloride', 'sulindac']","['DB06243', 'DB00605']","['-1', 'CID1548887']",cancer pancreas,Diseases of pancreas,DB06243,DB00605,eflornithine hydrochloride,sulindac,1
WO2017075576,"['eflornithine hydrochloride', 'sulindac']","['DB06243', 'DB00605']","['-1', 'CID1548887']",polyposis coli adenomatous,"Benign neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",DB06243,DB00605,eflornithine hydrochloride,sulindac,1
WO2017075576,"['eflornithine hydrochloride', 'sulindac']","['DB06243', 'DB00605']","['-1', 'CID1548887']",cancer colorectal,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB06243,DB00605,eflornithine hydrochloride,sulindac,1
WO2017180061,"['furosemide', 'amiloride hydrochloride']","['DB00695', 'DB00594']","['CID3440', 'CID16230']",hypertension,Hypertensive diseases,DB00695,DB00594,furosemide,amiloride hydrochloride,1
WO2017182754,"['bisoprolol fumarate', 'amlodipine besylate']","['DB00612', 'DB00381']","['CID5281064', 'CID60496']",hypertension,Hypertensive diseases,DB00612,DB00381,bisoprolol fumarate,amlodipine besylate,2
WO2017218018,"['bupropion', 'trazodone hydrochloride']","['DB01156', 'DB00656']","['CID444', 'CID62935']",hypoactive sexual desire disorder male,Conditions related to sexual health,DB01156,DB00656,bupropion,trazodone hydrochloride,5
WO2018013870,"['ceftibuten', 'clavulanate potassium']","['DB01415', 'DB00766']","['CID5282242', 'CID23665591']",pyelonephritis acute,Diseases of the urinary system,DB01415,DB00766,ceftibuten,clavulanate potassium,2
WO2018013870,"['ceftibuten', 'clavulanate potassium']","['DB01415', 'DB00766']","['CID5282242', 'CID23665591']",infection enterobacteriaceae,Certain other viral diseases,DB01415,DB00766,ceftibuten,clavulanate potassium,1
WO2018049026,"['cisplatin', 'epinephrine']","['DB00515', 'DB00668']","['CID5702198', 'CID5816']",cancer liver (hepatocellular carcinoma),"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00515,DB00668,cisplatin,epinephrine,3
WO2018049026,"['cisplatin', 'epinephrine']","['DB00515', 'DB00668']","['CID5702198', 'CID5816']",cancer breast,Disorders of breast,DB00515,DB00668,cisplatin,epinephrine,1
WO2018049026,"['cisplatin', 'epinephrine']","['DB00515', 'DB00668']","['CID5702198', 'CID5816']",cancer head and neck,Neoplasms of the nervous system,DB00515,DB00668,cisplatin,epinephrine,1
WO2018062964,"['raloxifene hydrochloride', 'cholecalciferol']","['DB00481', 'DB00169']","['CID54900', 'CID5280795']",osteoporosis,Osteopathies or chondropathies,DB00481,DB00169,raloxifene hydrochloride,cholecalciferol,2
WO2018071879,"['benzhydrocodone', 'acetaminophen']","['DB15465', 'DB00316']","['CID49836084', 'CID1983']",pain acute,"General symptoms, signs or clinical findings",DB15465,DB00316,benzhydrocodone,acetaminophen,1
WO2018073821,"['moxisylyte', 'isosorbide dinitrate']","['DB09205', 'DB00883']","['CID4260', 'CID943']",erectile dysfunction,Conditions related to sexual health,DB09205,DB00883,moxisylyte,isosorbide dinitrate,1
WO2018129434,"['pyridostigmine', 'ondansetron']","['DB00545', 'DB00904']","['CID4991', 'CID4595']",myasthenia gravis,Disorders of the visual organs,DB00545,DB00904,pyridostigmine,ondansetron,1
